class,cap-shape,Cap-surface,cap-color,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,family,name,predicted_class
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,p,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,x,s,n,,w,,,t,l,Mushroom Family,Horse Mushroom,e
e,f,s,w,,w,,,t,r,Mushroom Family,Horse Mushroom,e
e,f,s,n,,w,,,t,r,Mushroom Family,Horse Mushroom,e
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
p,x,y,w,,w,,,t,l,Mushroom Family,Yellow-staining Mushroom,p
